http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010838A&q=1&yr=2010,"Department of Finance Canada","Andrew Kalotay",6010838A,2008-01-25,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-01-25 to 2011-03-31",,379937.25,"This contract includes one or more amendments. This contract was competitively sourced."
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010980&q=4&yr=2007,"Department of Finance Canada","THOMAS HOCKIN",6010980,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010984&q=4&yr=2007,"Department of Finance Canada","DAWN RUSSELL",6010984,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010985&q=4&yr=2007,"Department of Finance Canada","TERRY SALMAN",6010985,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010986&q=4&yr=2007,"Department of Finance Canada","HEATHER ZORDEL",6010986,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011003&q=4&yr=2007,"Department of Finance Canada","HAL KVISLE",6011003,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011004&q=4&yr=2007,"Department of Finance Canada","IAN BRUCE",6011004,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011045&q=4&yr=2007,"Department of Finance Canada","MONSIEUR L. DENIS DESAUTELS",6011045,2008-03-01,"202 TRAVEL NON-PUBLIC SERVANTS","2008-03-01 to 2009-02-28",,35000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011114&q=4&yr=2007,"Department of Finance Canada","BRONWYN H.HALL",6011114,2008-03-01,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-03-01 to 2008-04-30",,20346.03,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020821&q=4&yr=2007,"Department of Finance Canada","KONICA MINOLTA BUSINESS",8020821,2008-03-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-03-01 to 2011-04-30",,15895.74,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003775&q=4&yr=2007,"Department of Finance Canada","HARRINGTON STAFFING SERVICES",7003775,2008-03-03,"813 TEMPORARY HELP SERVICES","2008-03-03 to 2008-07-11",,11513.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011085&q=4&yr=2007,"Department of Finance Canada",CILFO,6011085,2008-03-03,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2008-03-03 to 2008-05-28",,15860.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020063&q=4&yr=2007,"Department of Finance Canada","XEROX CANADA LTD.",8020063,2008-03-03,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2008-03-03 to 2013-03-02",,48197.63,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020302&q=4&yr=2007,"Department of Finance Canada","Agilysys Canada Inc.",8020302,2008-03-03,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-03-03,98394.41,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020303&q=4&yr=2007,"Department of Finance Canada","BELL CANADA",8020303,2008-03-03,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-03-03,97947.15,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470284&q=4&yr=2007,"Department of Finance Canada","SAS INSTITUTE",6007470284,2008-03-04,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-03-04 to 2008-03-31",,19089.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020347&q=4&yr=2007,"Department of Finance Canada","NORTHERN MICRO INC.",8020347,2008-03-05,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-03-05,20076.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470398&q=4&yr=2007,"Department of Finance Canada","ITEX INC.",6007470398,2008-03-07,"1226 COMPUTER EQUIPMENT LARGE/MEDIUM  MAINFRAME MINI",,2008-03-07,201995.06,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470321&q=4&yr=2007,"Department of Finance Canada","NORTHERN MICRO INC.",6007470321,2008-03-07,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-03-07,188230.36,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003779&q=4&yr=2007,"Department of Finance Canada","ACTION PERSONNEL",7003779,2008-03-07,"813 TEMPORARY HELP SERVICES","2008-03-07 to 2008-06-30",,17419.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011152&q=4&yr=2007,"Department of Finance Canada","BELL CANADA",6011152,2008-03-10,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-03-10 to 2008-03-31",,23205.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470264&q=4&yr=2007,"Department of Finance Canada","ITEX INC.",6007470264,2008-03-11,"1228 COMPUTER SOFTWARE",,2008-03-11,294371.44,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8030038710&q=4&yr=2007,"Department of Finance Canada",NORTEL,8030038710,2008-03-11,"1227 COMPUTER EQUIPMENT SMALL DESKTOP / PERSONAL / PORTABLE / KEYBOARD",,2008-03-11,188075.52,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020425&q=4&yr=2007,"Department of Finance Canada",TERAMACH,8020425,2008-03-11,"1226 COMPUTER EQUIPMENT LARGE/MEDIUM  MAINFRAME MINI",,2008-03-11,119527.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020438&q=4&yr=2007,"Department of Finance Canada","ITEX INC.",8020438,2008-03-12,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-03-12,99496.74,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470349&q=4&yr=2007,"Department of Finance Canada","ITEX INC.",6007470349,2008-03-14,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2008-03-14,16346.55,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003798&q=4&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",7003798,2008-03-17,"813 TEMPORARY HELP SERVICES","2008-03-17 to 2008-08-29",,10892.71,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003786&q=4&yr=2007,"Department of Finance Canada","T.E.S. THE EMPLOYMENT SOLUTION",7003786,2008-03-17,"813 TEMPORARY HELP SERVICES","2008-03-17 to 2008-05-16",,10836.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003797&q=4&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",7003797,2008-03-18,"813 TEMPORARY HELP SERVICES","2008-03-18 to 2008-08-30",,25974.90,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020495&q=4&yr=2007,"Department of Finance Canada",TERAMACH,8020495,2008-03-18,"1226 COMPUTER EQUIPMENT LARGE/MEDIUM  MAINFRAME MINI",,2008-03-18,193808.32,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020497&q=4&yr=2007,"Department of Finance Canada","XWAVE - A DIVISION OF BELL ALIANT",8020497,2008-03-18,"1226 COMPUTER EQUIPMENT LARGE/MEDIUM  MAINFRAME MINI",,2008-03-18,154280.73,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020543&q=4&yr=2007,"Department of Finance Canada","GRAND &amp; TOY",8020543,2008-03-20,"1172 OFFICE AND STATIONERS SUPPLIES",,2008-03-20,25384.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011199&q=4&yr=2007,"Department of Finance Canada","DELOITTE &amp; TOUCHE LLP",6011199,2008-03-20,"492 RESEARCH SERVICES","2008-03-20 to 2008-05-30",,24465.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020145&q=4&yr=2007,"Department of Finance Canada","SIMPLEX INDUSTRIES",8020145,2008-03-22,"630 OFFICE BUILDINGS","2008-03-22 to 2008-03-22",,16147.43,Cancelled
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470307&q=4&yr=2007,"Department of Finance Canada","PRINT AUDIT",6007470307,2008-03-26,"1228 COMPUTER SOFTWARE",,2008-03-26,24460.94,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011261&q=4&yr=2007,"Department of Finance Canada","KPMG CONSULTING LP",6011261,2008-03-26,"492 RESEARCH SERVICES","2008-03-26 to 2008-04-30",,21000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011264&q=4&yr=2007,"Department of Finance Canada","DELOITTE CONSULTING",6011264,2008-03-27,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2008-03-27 to 2008-06-13",,69300.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8020481&q=4&yr=2007,"Department of Finance Canada","AMJ CAMPBELL VAN LINES",8020481,2008-03-27,"630 OFFICE BUILDINGS","2008-03-27 to 2008-03-30",,19672.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011268&q=4&yr=2007,"Department of Finance Canada","KPMG LLP",6011268,2008-03-28,"492 RESEARCH SERVICES","2008-03-28 to 2008-05-30",,24500.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011269&q=4&yr=2007,"Department of Finance Canada","ERNST &amp; YOUNG",6011269,2008-03-28,"492 RESEARCH SERVICES","2008-03-28 to 2008-05-30",,24675.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011289&q=4&yr=2007,"Department of Finance Canada","H3Creative Inc.",6011289,2008-03-31,"492 RESEARCH SERVICES","2008-03-31 to 2008-05-30",,24633.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6011291&q=4&yr=2007,"Department of Finance Canada","IMPACT PUBLICATIONS MANAGEMENT INC",6011291,2008-03-31,"492 RESEARCH SERVICES","2008-03-31 to 2008-05-30",,24034.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470427&q=4&yr=2007,"Department of Finance Canada","SAS INSTITUTE",6007470427,2008-03-31,"1228 COMPUTER SOFTWARE",,2008-03-31,88656.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018447&q=3&yr=2007,"Department of Finance Canada","BLOOMBERG L.P.",8018447,2007-10-01,"812 COMPUTER SERVICES","2007-10-01 to 2008-09-30",,35324.64,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010049&q=3&yr=2007,"Department of Finance Canada",CILFO,6010049,2007-10-01,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2007-10-01 to 2008-03-28",,29913.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003397&q=3&yr=2007,"Department of Finance Canada","EXCEL HUMAN RESOURCES",7003397,2007-10-01,"813 TEMPORARY HELP SERVICES","2007-10-01 to 2008-05-30",,35014.14,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470143&q=3&yr=2007,"Department of Finance Canada","R.L. POLK CANADA INC.",6007470143,2007-10-01,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-10-01 to 2008-09-30",,27960.68,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010098&q=3&yr=2007,"Department of Finance Canada","DELOITTE &amp; TOUCHE LLP",6010098,2007-10-02,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-10-02 to 2007-10-31",,23651.25,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=P70278/1&q=3&yr=2007,"Department of Finance Canada","TRI-GRAPHIC PRINTING (OTTAWA) LTD.",P70278/1,2007-10-02,"321 PRINTING SERVICES","2007-10-02 to 2007-10-09",,11061.10,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018543&q=3&yr=2007,"Department of Finance Canada","ITEX INC.",8018543,2007-10-05,"1227 COMPUTER EQUIPMENT SMALL  DESKTOP / PERSONAL /PORTABLE/KEYBOARD",,2007-10-05,15378.48,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018566&q=3&yr=2007,"Department of Finance Canada","HACKETT CONSULTING INC.",8018566,2007-10-09,"491 MANAGEMENT CONSULTING","2007-10-09 to 2007-12-15",,24994.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003419&q=3&yr=2007,"Department of Finance Canada","SPHERION STAFFING SOLUTION",7003419,2007-10-09,"813 TEMPORARY HELP SERVICES","2007-10-09 to 2008-02-29",,24525.75,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003414&q=3&yr=2007,"Department of Finance Canada","SPHERION STAFFING SOLUTION",7003414,2007-10-09,"813 TEMPORARY HELP SERVICES","2007-10-09 to 2007-12-28",,10261.86,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018580&q=3&yr=2007,"Department of Finance Canada",SPICERS,8018580,2007-10-10,"1172 OFFICE AND STATIONERS SUPPLIES",,2007-10-10,19575.66,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003438&q=3&yr=2007,"Department of Finance Canada","QUANTUM MANAGEMENT SERVICES LTD.",7003438,2007-10-15,"813 TEMPORARY HELP SERVICES","2007-10-15 to 2008-07-15",,75671.61,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003443&q=3&yr=2007,"Department of Finance Canada","DARE HUMAN RESOURCES",7003443,2007-10-15,"813 TEMPORARY HELP SERVICES","2007-10-15 to 2008-01-31",,16960.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003453&q=3&yr=2007,"Department of Finance Canada","CALIAN (CALIAN) LTD",7003453,2007-10-15,"813 TEMPORARY HELP SERVICES","2007-10-15 to 2008-03-31",,35616.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010169&q=3&yr=2007,"Department of Finance Canada","HOWARD DAVIES",6010169,2007-10-15,"491 MANAGEMENT CONSULTING","2007-10-15 to 2008-10-14",,40000.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003456&q=3&yr=2007,"Department of Finance Canada","BARBARA PERSONNEL INC.",7003456,2007-10-16,"813 TEMPORARY HELP SERVICES","2007-10-16 to 2007-11-02",,21299.64,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010173&q=3&yr=2007,"Department of Finance Canada","BELL CANADA",6010173,2007-10-16,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-10-16 to 2007-11-14",,24910.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010189&q=3&yr=2007,"Department of Finance Canada","EMC CORPORATION OF CANADA",6010189,2007-10-17,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-10-17 to 2007-11-30",,14882.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003442&q=3&yr=2007,"Department of Finance Canada","HUNT PERSONNEL",7003442,2007-10-17,"813 TEMPORARY HELP SERVICES","2007-10-17 to 2008-04-18",,20631.84,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010204&q=3&yr=2007,"Department of Finance Canada","BELL CANADA",6010204,2007-10-18,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-10-18 to 2008-03-31",,150180.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003449&q=3&yr=2007,"Department of Finance Canada","TEKsystems (Allegis Group Canada)",7003449,2007-10-18,"813 TEMPORARY HELP SERVICES","2007-10-18 to 2007-11-02",,25658.63,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003457&q=3&yr=2007,"Department of Finance Canada","ACTION PERSONNEL",7003457,2007-10-22,"813 TEMPORARY HELP SERVICES","2007-10-22 to 2008-03-28",,38561.48,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003431&q=3&yr=2007,"Department of Finance Canada","MaxSys Aboriginal Services",7003431,2007-10-22,"813 TEMPORARY HELP SERVICES","2007-10-22 to 2008-03-31",,58273.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018784&q=3&yr=2007,"Department of Finance Canada","NORTHERN MICRO INC.",8018784,2007-10-25,"1239 OTHER OFFICE EQUIPMENT AND PARTS",,2007-10-25,10785.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010245&q=3&yr=2007,"Department of Finance Canada","DALIAN ENTERPRISES",6010245,2007-10-26,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-10-26 to 2007-12-31",,24910.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010243&q=3&yr=2007,"Department of Finance Canada","ST. JOSEPH DIGITAL SOLUTIONS",6010243,2007-10-27,"311 PUBLISHING SERVICES","2007-10-27 to 2007-10-30",,33464.18,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6009670&q=3&yr=2007,"Department of Finance Canada","CENTRE LINGUISTIQUE DU COLLEGE DE",6009670,2007-10-29,"447 TUITION FEES AND COSTS OF ATTENDING COURSES INCLUDING SEMINARS NOT ELSEWHERE SPECIFIED","2007-10-29 to 2008-03-31",,23100.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018834&q=3&yr=2007,"Department of Finance Canada","DLS TECHNOLOGY CORPORATION",8018834,2007-10-30,"1228 COMPUTER SOFTWARE",,2007-10-30,23611.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018432&q=3&yr=2007,"Department of Finance Canada","KONICA MINOLTA BUSINESS SOLUTIONS",8018432,2007-11-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2007-11-01 to 2010-10-31",,21407.76,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019485&q=3&yr=2007,"Department of Finance Canada","PANASONIC CANADA INC.",8019485,2007-11-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2007-11-01 to 2011-10-31",,13159.08,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018640&q=3&yr=2007,"Department of Finance Canada","PANASONIC CANADA INC.",8018640,2007-11-01,"533 RENTAL OF MACHINERY OFFICE FURNITURE AND FIXTURES","2007-11-01 to 2011-10-31",,15289.44,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6007470082&q=3&yr=2007,"Department of Finance Canada","PITNEY BOWES",6007470082,2007-11-01,"525 RENTAL OF COMPUTER EQUIPMENT","2007-11-01 to 2012-10-31",,192898.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010287&q=3&yr=2007,"Department of Finance Canada","SYSTEMSCOPE INC.",6010287,2007-11-01,"491 MANAGEMENT CONSULTING","2007-11-01 to 2008-02-28",,24676.80,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018902&q=3&yr=2007,"Department of Finance Canada",SPICERS,8018902,2007-11-02,"1172 OFFICE AND STATIONERS SUPPLIES",,2007-11-02,15823.68,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8019440&q=3&yr=2007,"Department of Finance Canada","LINDSAY-LABERGE &amp; ASSOCIATES",8019440,2007-11-02,"491 MANAGEMENT CONSULTING","2007-11-02 to 2008-02-01",,24115.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010262&q=3&yr=2007,"Department of Finance Canada","Systematix Solutions IT Inc.",6010262,2007-11-03,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-11-03 to 2008-09-30",,275430.40,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010301A&q=3&yr=2007,"Department of Finance Canada","NEO INSIGHT",6010301A,2007-11-05,"492 RESEARCH SERVICES","2007-11-05 to 2008-01-28",,24255.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003471&q=3&yr=2007,"Department of Finance Canada",CALIAN,7003471,2007-11-05,"813 TEMPORARY HELP SERVICES","2007-11-05 to 2008-03-31",,29680.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=7003503&q=3&yr=2007,"Department of Finance Canada","ACCESS CORPORATE TECHNOLOGY INC.",7003503,2007-11-06,"813 TEMPORARY HELP SERVICES","2007-11-06 to 2008-02-15",,18995.20,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=8018930&q=3&yr=2007,"Department of Finance Canada","COPEM CONSULTING INC.",8018930,2007-11-06,"491 MANAGEMENT CONSULTING","2007-11-06 to 2008-03-31",,24989.50,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010311&q=3&yr=2007,"Department of Finance Canada","Seeto, Mr. Charles",6010311,2007-11-06,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-11-06 to 2008-02-28",,14840.00,
http://www.fin.gc.ca/scripts/contracts-contrats/reports-rapports-eng.asp?r=c&refNum=6010338&q=3&yr=2007,"Department of Finance Canada","DAVID COGLIATI",6010338,2007-11-12,"499 OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","2007-11-12 to 2008-03-12",,24168.00,
